#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-2610	Retromer complex	-	7227	Q9VG51(0)|Q9VLQ9(0)|Q9VPX5(0)|Q9VQQ6(0)|Q9W277(0)|Q9W552(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0030904(retromer complex)|GO:0032456(endocytic recycling)|GO:0012505(endomembrane system)|GO:0042147(retrograde transport, endosome to Golgi)	flybase:FBgg0000196(identity)|qsproteome:QS115299(identity)|complex portal:CPX-2610(complex-primary)|pubmed:25486452(see-also)|pubmed:26172538(see-also)|pubmed:34370162(see-also)	A coat complex that mediates the recycling of transmembrane proteins from endosomes to the trans-Golgi network. Snx3 and Snx6 have been implicated in lysosomal enzyme trafficking in larval fat body cells.	The complex core consists of a heterotrimer of vacuolar protein sorting 35 (VPS35), VPS26, and VPS29, responsible for recognizing the cargo to be trafficked. The sorting nexins facilitate the trafficking of proteins and determine the different cellular loci to which cargo is trafficked. SNX proteins containing Bin-Amphysin-Rvs (BAR) domains induce membrane curvature during cargo sorting, and those with phox homology (PX) domains anchor to the endosomal membranes via strong interaction between the PX domains and the phosphatidylinositide-3-phosphates of the membrane. 	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9VG51(0)|Q9VLQ9(0)|Q9VPX5(0)|Q9VQQ6(0)|Q9W277(0)|Q9W552(0)
CPX-2625	DNA-directed RNA polymerase II complex	Pol II complex	7227	CHEBI:18420(0)|CHEBI:29105(0)|O97183(0)|P04052(0)|P08266(0)|P36958(0)|Q24320(0)|Q6IGE3(0)|Q7JZF5(0)|Q9VC49(0)|Q9VDY6(0)|Q9VEA5(0)|Q9VFB5(0)|Q9VJE4(0)|Q9VNZ3(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000977(RNA polymerase II transcription regulatory region sequence-specific DNA binding)|GO:0003727(single-stranded RNA binding)|GO:0005634(nucleus)|GO:0005665(RNA polymerase II, core complex)|GO:0006367(transcription initiation at RNA polymerase II promoter)	flybase:FBgg0000351(identity)|qsproteome:QS194283(identity)|complex portal:CPX-2625(complex-primary)|intenz:2.7.7.6(identity)|pubmed:10908585(see-also)|pubmed:30190596(see-also)|pubmed:33274328(see-also)|rhea:RHEA:21248(identity)	Catalyzes the transcription of RNA from a DNA template by acting as a nucleotidyl transferase that polymerizes ribonucleotides at the 3' end of an RNA transcript. Synthesizes precursors of mRNAs, and most snRNA and microRNAs. During a transcription cycle, Pol II, general transcription factors and the mediator complex assemble as the preinitiation complex (PIC) at the promoter. 11-15 base pairs of DNA surrounding the transcription start site are melted and the single-stranded DNA template strand of the promoter is positioned deeply within the central active site cleft of Pol II to form the open complex. After synthesis of about 30 bases of RNA, Pol II releases its contacts with the core promoter and the rest of the transcription machinery (promoter clearance) and enters the stage of transcription elongation in which it moves on the template as the transcript elongates. Pol II appears to oscillate between inactive and active conformations at each step of nucleotide addition.	Pol II is composed of mobile elements that move relative to each other. The core element with the central large cleft comprises RPB3, RBP10, RPB11, RPB12 and regions of RPB1 and RPB2 forming the active center. The clamp element (portions of RPB1, RPB2 and RPB3) is connected to the core through a set of flexible switches and moves to open and close the cleft. The cleft is surrounded by jaws: an upper jaw formed by portions of RBP1, RPB2 and RPB9, and a lower jaw. The jaws are thought to grab the incoming DNA template. The fork loop 1 (RPB2) interacts with the RNA-DNA hybrid, possibly stabilizing it.	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	O97183(0)|P04052(0)|P08266(0)|P36958(0)|Q24320(0)|Q6IGE3(0)|Q7JZF5(0)|Q9VC49(0)|Q9VDY6(0)|Q9VEA5(0)|Q9VFB5(0)|Q9VJE4(0)|Q9VNZ3(0)
CPX-2628	DNA-directed RNA polymerase III complex	Pol III alpha complex|RNAPIII complex	7227	A1ZBX4(1)|A8JUY3(1)|CHEBI:29105(1)|P25167(1)|Q24320(1)|Q6IGE3(1)|Q7JZF5(1)|Q86BI8(1)|Q8SYM9(1)|Q9VC49(1)|Q9VD25(1)|Q9VG60(1)|Q9VIZ0(1)|Q9VMX3(1)|Q9VNZ3(1)|Q9VP85(1)|Q9VTL6(1)|Q9VX99(1)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005634(nucleus)|GO:0006386(termination of RNA polymerase III transcription)|GO:0000992(RNA polymerase III cis-regulatory region sequence-specific DNA binding)|GO:0003727(single-stranded RNA binding)|GO:0003899(DNA-directed 5'-3' RNA polymerase activity)|GO:0006384(transcription initiation at RNA polymerase III promoter)|GO:0005666(RNA polymerase III complex)|GO:0006383(transcription by RNA polymerase III)	rhea:RHEA:21248(identity)|flybase:FBgg0001648(identity)|complex portal:CPX-2628(complex-primary)|intenz:2.7.7.6(identity)|pubmed:33274328(see-also)	Catalyzes the transcription of RNA from an DNA template by acting as a nucleotidyl transferase that polymerizes ribonucleotides at the 3' end of an RNA transcript. Responsible for the transcription of genes encoding short non-coding RNAs, such as tRNA, 5S rRNA and U6 snRNA transcripts. Pol III machinery recognizes conserved promoter elements located within the transcribed region, generally the box A and box B sequences, which contribute to the D- and T-loops in the tRNA structure. POLR3F, POLR3G and POLR3C play a role in transcription initiation whereas the POLR3D-POLR3E heterodimer is crucial for the correct recognition of the termination signals of class III genes. POLR3K is required for RNA cleavage. Pol III initiation does not require ATP hydrolysis to open a transcription bubble to isolate and secure the template strand in the catalytic site and Pol III is capable of reinitiating transcription more rapidly on the same gene after the first transcription cycle without being released (facilitated reinitiation), resulting in a higher initiation efficiency; this appears to require an POLR3K-dependent conformational change of Pol III. 	The polymerase consists of a core element with a central large cleft forming the active center. The clamp element is connected to the core through a set of flexible switches and moves to open and close the cleft. The cleft is surrounded by an upper jaw and a lower jaw. The jaws are thought to grab the incoming DNA template. The fork loop 1 interacts with the RNA-DNA hybrid, possibly stabilizing it. 	Heteroheptadecamer	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A1ZBX4(1)|A8JUY3(1)|P25167(1)|Q24320(1)|Q6IGE3(1)|Q7JZF5(1)|Q86BI8(1)|Q8SYM9(1)|Q9VC49(1)|Q9VD25(1)|Q9VG60(1)|Q9VIZ0(1)|Q9VMX3(1)|Q9VNZ3(1)|Q9VP85(1)|Q9VTL6(1)|Q9VX99(1)
CPX-2629	Ribonuclease MRP complex	Multimeric ribonuclease P complex	7227	A8JRG8(0)|Q0E9N4(0)|Q2MGL3(0)|Q7KVW2(0)|Q9VAA7(0)|Q9VPM0(0)|Q9VSC6(0)|Q9VVE0(0)|URS00005704F6_7227(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000172(ribonuclease MRP complex)|GO:0000171(ribonuclease MRP activity)|GO:0003723(RNA binding)|GO:0006396(RNA processing)	pubmed:31287870(see-also)|pubmed:20855541(see-also)|flybase:FBgg0001676(identity)|qsproteome:QS115585(identity)|complex portal:CPX-2629(complex-primary)|pubmed:25569672(see-also)	Essential endoribonuclease closely related to RNAse P complex. RNAse MRP is involved in the processing of ribosomal RNAs, mitochondrial RNAs and certain messenger RNAs. Processes ribosomal RNA (rRNA) precursors at the A3 site allowing formation of the 5.8S pre-rRNA. The RNA subunit RMRP is a catalytically active ribozyme that is capable of both recognizing and cleaving substrates.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A8JRG8(0)|Q0E9N4(0)|Q2MGL3(0)|Q7KVW2(0)|Q9VAA7(0)|Q9VPM0(0)|Q9VSC6(0)|Q9VVE0(0)
CPX-2632	Mitochondrial ribonuclease P complex	mtRNase P complex|MRPP1-MRPP2-MRRP3 complex|RNASEP-M complex	7227	CHEBI:10668(0)|CHEBI:18420(0)|O18404(4)|Q7JUX9(0)|Q9W413(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000049(tRNA binding)|GO:0004526(ribonuclease P activity)|GO:0005739(mitochondrion)|GO:0008175(tRNA methyltransferase activity)|GO:0030678(mitochondrial ribonuclease P complex)|GO:0097745(mitochondrial tRNA 5'-end processing)	pubmed:27131785(see-also)|flybase:FBgg0001674(identity)|pubmed:34199774(see-also)|qsproteome:QS123967(identity)|complex portal:CPX-2632(complex-primary)|intenz:3.1.26.5(identity)	Catalytically active H1 RNA responsible for cleaving the 5′ leader sequence from long pre-mitochondrial (mt)tRNAs polycistronic transcripts by phosphodiester bond hydrolysis to generate tRNAs with mature 5′-ends. The complex only forms in the presence of the pre-(mt)tRNA substrate.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	O18404(4)|Q7JUX9(0)|Q9W413(0)
CPX-2633	RZZ complex	Rod-Zwilch-Zw10 complex	7227	Q9V9W7(0)|Q9VA00(0)|Q9W4X9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:1990423(RZZ complex)|GO:0051988(regulation of attachment of spindle microtubules to kinetochore)|GO:0000776(kinetochore)	qsproteome:QS195267(identity)|complex portal:CPX-2633(complex-primary)|pubmed:12686595(see-also)|pubmed:22685323(see-also)|pubmed:15922598(see-also)|flybase:FBgg0000096(identity)	An essential component of the kinetochore required for both meiotic and mitotic spindle assembly checkpoints. Plays a required role in spindle assembly checkpoint, blocking the metaphase-to-anaphase transition until all chromosomes are properly aligned in a metaphase plate.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q9V9W7(0)|Q9VA00(0)|Q9W4X9(0)
CPX-2637	Nucleolar ribonuclease P complex	RNASEP-N complex	7227	A8JRG8(0)|EBI-34603663(0)|Q0E9N4(0)|Q2MGL3(0)|Q7KVW2(0)|Q86B65(0)|Q9VAA7(0)|Q9VPM0(0)|Q9VSC6(0)|Q9VVE0(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000049(tRNA binding)|GO:0001682(tRNA 5'-leader removal)|GO:0004526(ribonuclease P activity)|GO:0005634(nucleus)|GO:0005655(nucleolar ribonuclease P complex)	flybase:FBgg0001675(identity)|qsproteome:QS120427(identity)|complex portal:CPX-2637(complex-primary)|pubmed:31287870(see-also)	Responsible for the 5' endonucleolytic cleavage of precursor tRNAs (pre-tRNAs), catalyzing phosphodiester bond hydrolysis to remove approximately 12 leader nucleotides to yield mature tRNAs. The RNA subunit of the nucleolar RNase P is a catalytically active ribozyme that is capable of both recognizing and cleaving substrates efficiently and accurately.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	A8JRG8(0)|Q0E9N4(0)|Q2MGL3(0)|Q7KVW2(0)|Q86B65(0)|Q9VAA7(0)|Q9VPM0(0)|Q9VSC6(0)|Q9VVE0(0)
CPX-2644	SAGA complex	SPT-ADA-GCN5 acetyltransferase complex	7227	M9PHZ1(0)|P49905(0)|Q27272(0)|Q8I8U7(0)|Q8I8V0(0)|Q8IP99(0)|Q8IPA1(0)|Q9VCN9(0)|Q9VGE2(0)|Q9VHI4(0)|Q9VPT4(0)|Q9VQB6(0)|Q9VTZ1(0)|Q9VU86(0)|Q9VVR1(0)|Q9VVR6(0)|Q9VX12(0)|Q9VYX1(0)|Q9W0M7(0)|Q9W2I4(0)|Q9XZT7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000124(SAGA complex)|GO:0004402(histone acetyltransferase activity)|GO:0004843(cysteine-type deubiquitinase activity)|GO:0003713(transcription coactivator activity)|GO:0045893(positive regulation of transcription, DNA-templated)	pubmed:33004486(see-also)|pubmed:21764853(see-also)|flybase:FBgg0000305(identity)|rhea:RHEA:21992(identity)|complex portal:CPX-2644(complex-primary)|intenz:2.3.1.48(identity)|intenz:3.4.19.12(identity)	A histone acetyltransferase transcriptional co-activator complex that preferably acetylates histone H3 and possibly H4. Acetyl-CoA-dependent and appears to require the presence of ATP-dependent chromatin remodeling factors to enable its coactivator activity. Also has histone H2A and H2B deubiquitinase activity which counteracts heterochromatin silencing.	-	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	M9PHZ1(0)|P49905(0)|Q27272(0)|Q8I8U7(0)|Q8I8V0(0)|Q8IP99(0)|Q8IPA1(0)|Q9VCN9(0)|Q9VGE2(0)|Q9VHI4(0)|Q9VPT4(0)|Q9VQB6(0)|Q9VTZ1(0)|Q9VU86(0)|Q9VVR1(0)|Q9VVR6(0)|Q9VX12(0)|Q9VYX1(0)|Q9W0M7(0)|Q9W2I4(0)|Q9XZT7(0)
CPX-2646	SCF-SLMB E3 ubiquitin ligase complex	Cullin1/Roc1a/SkpA/Slimb E3 ligase|SkpA-Cul1-slmb-Roc1a E3 ligase complex|Slimb-betaTrCP-SCF complex|SCF(betaTrCP) complex	7227	A0A0B4KHK1(0)|O77430(0)|Q24311(0)|Q9W5E1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0019005(SCF ubiquitin ligase complex)|GO:0031146(SCF-dependent proteasomal ubiquitin-dependent protein catabolic process)|GO:0061630(ubiquitin protein ligase activity)	complex portal:CPX-2646(complex-primary)|flybase:FBgg0000894(identity)|pubmed:24068890(see-also)|pubmed:31567070(see-also)|pubmed:22359584(see-also)|pubmed:11500045(see-also)	E3 ubiquitin ligase that plays a critical role in the pruning of unnecessary axons/dendrites during the development of the nervous system, including both dendrite arborization neurons (ddaC dendrites) and mushroom body γ axons. The complex is believed to act primarily through inactivation of the InR/PI3K/TOR pathway. May also play a role in modulating wnt-signalling through the destruction of beta- catenin. May also regulate the levels of FERM protein Expanded (Q07436), one of the main upstream Hippo signalling regulators, by ubiquitylation which triggers downstream degradation.	-	-	-	-	-	-	PSI-XML 2.5 interaction id 5075	psi-mi:"MI:0469"(IntAct)	A0A0B4KHK1(0)|O77430(0)|Q24311(0)|Q9W5E1(0)
CPX-2647	SEC61 translocon complex, SEC61G1 variant	-	7227	Q7JZN0(0)|Q8STG9(0)|Q9V668(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005784(Sec61 translocon complex)|GO:0005048(signal sequence binding)|GO:0006616(SRP-dependent cotranslational protein targeting to membrane, translocation)	flybase:FBgg0001283(identity)|qsproteome:QS189401(identity)|signor:SIGNOR-C368(identity)|pubmed:35940906(see-also)|complex portal:CPX-2647(complex-primary)|pubmed:15901661(see-also)|pubmed:34884562(see-also)	Translocates hydrophilic polypeptide segments of newly synthesized proteins across the endoplasmic reticulum membrane and integrates hydrophobic transmembrane segments into the membrane for subsequent transport to other subcellular locations via vesicular trafficking. The complex associates with several other molecular machines and enzymes, such as the ribosome, the SEC62-SEC63 complex, and oligosaccharyltransferase complex which selectively glycosylates nascent polypeptide chains in the endoplasmic reticulum.	The SEC61 complex forms a water-filled channel to allow passage of hydrophilic polypeptides across the membrane The complex acts as a receptor for the ribosome via its cytosolic loops. The alignment of the ribosomal tunnel with the central pore of the complex allows direct movement of the nascent chain from the ribosomal tunnel exit across or into the membrane.	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q7JZN0(0)|Q8STG9(0)|Q9V668(0)
CPX-2650	SEC61 translocon complex, SEC61G2 variant	-	7227	Q7JZN0(0)|Q8STG9(0)|Q9VWE9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005048(signal sequence binding)|GO:0006616(SRP-dependent cotranslational protein targeting to membrane, translocation)|GO:0005784(Sec61 translocon complex)	qsproteome:QS115285(identity)|pubmed:35940906(see-also)|complex portal:CPX-2650(complex-primary)|pubmed:34884562(see-also)|pubmed:15901661(see-also)|flybase:FBgg0001283(identity)	Translocates hydrophilic polypeptide segments of newly synthesized proteins across the endoplasmic reticulum membrane and integrates hydrophobic transmembrane segments into the membrane for subsequent transport to other subcellular locations via vesicular trafficking. The complex associates with several other molecular machines and enzymes, such as the ribosome, the SEC62-SEC63 complex, and oligosaccharyltransferase complex which selectively glycosylates nascent polypeptide chains in the endoplasmic reticulum.	The SEC61 complex forms a water-filled channel to allow passage of hydrophilic polypeptides across the membrane The complex acts as a receptor for the ribosome via its cytosolic loops. The alignment of the ribosomal tunnel with the central pore of the complex allows direct movement of the nascent chain from the ribosomal tunnel exit across or into the membrane.	-	-	-	-	-	-	psi-mi:"MI:0469"(IntAct)	Q7JZN0(0)|Q8STG9(0)|Q9VWE9(0)
