#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-3883	daf-16-sir-2.1 complex	SIR-2.1/DAF-16 complex	6239	O16850(0)|Q21921(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-966115	GO:0051457(maintenance of protein location in nucleus)|GO:0010628(positive regulation of gene expression)|GO:0034605(cellular response to heat)|GO:0005634(nucleus)	qsproteome:QS114865(identity)|complex portal:CPX-3883(complex-primary)|pubmed:16777605(see-also)|intenz:3.5.1.-(identity)	Functions to regulate gene expression and promote longevity in the stress response pathway. Complex most likely sequesters the forkhead transcription factor FOXO/daf-16 (O16850) to the nucleus and thus serves to promote the transcriptional activity of FOXO/daf-16 in response to stress. The 14-3-3 proteins par-5 (P41932) or ftt-2 (P41932) may be required as scaffolding proteins.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O16850(0)|Q21921(0)
CPX-3884	daf-16-par-5 complex	-	6239	O16850(0)|P41932(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0140311(protein sequestering activity)|GO:0010629(negative regulation of gene expression)|GO:0005737(cytoplasm)	qsproteome:QS116443(identity)|complex portal:CPX-3884(complex-primary)|pubmed:16777605(see-also)	The complex may function in the insulin-like daf-2 (Q968Y9) signaling pathway to negatively regulate the transcriptional activity of the forkhead transcription factor FOXO/daf-16 (O16850). Binding of par-5 (P41932) to daf-16 may sequester daf-16 to the cytoplasm. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O16850(0)|P41932(0)
CPX-3885	sir-2.1-ftt-2 complex	-	6239	Q20655(0)|Q21921(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-2507221	GO:0005634(nucleus)|GO:0051457(maintenance of protein location in nucleus)|GO:0010468(regulation of gene expression)	qsproteome:QS114907(identity)|complex portal:CPX-3885(complex-primary)|intenz:3.5.1.-(identity)	Complex may function in the nucleus to regulate the transcriptional activities of transcription factors such as the forkhead transcription factor FOXO/daf-16 (O16850).	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q20655(0)|Q21921(0)
CPX-3886	sir-2.1-par-5 complex	-	6239	P41932(0)|Q21921(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-2507228	GO:0005634(nucleus)|GO:0051457(maintenance of protein location in nucleus)|GO:0010468(regulation of gene expression)	qsproteome:QS116421(identity)|complex portal:CPX-3886(complex-primary)	Complex may function in the nucleus to regulate the transcriptional activities of transcription factors such as the forkhead transcription factor FOXO/daf-16 (O16850).	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P41932(0)|Q21921(0)
CPX-3887	TRPP complex	Polycystin complex|lov-1/pkd-2 complex|Transient receptor potential polycystin (TRPP) complex	6239	Q09624(0)|Q9U1S7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0071683(sensory dendrite)|GO:1902435(regulation of male mating behavior)	qsproteome:QS121591(identity)|complex portal:CPX-3887(complex-primary)|pubmed:10517638(see-also)|pubmed:19781942(see-also)|pubmed:11553327(see-also)	Probable sensory receptor that localizes to sensory cilia of male-specific sensory neurons and is involved in several aspects of male mating behaviour. Is thus required for male reproduction. The localisation of the complex is regulated by the inositol polyphosphate 5-phosphatase cil-1 (P34370).	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q09624(0)|Q9U1S7(0)
CPX-3888	SDC complex	Sex determination and dosage compensation complex|sdc-1-sdc-2-sdc-3 complex	6239	G5EBL3(0)|P24349(0)|P34706(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0003677(DNA binding)|GO:0042464(dosage compensation by hypoactivation of X chromosome)|GO:0010629(negative regulation of gene expression)|GO:0007530(sex determination)|GO:0000805(X chromosome)	pubmed:11937488(see-also)|complex portal:CPX-3888(complex-primary)	Sex-determination complex involved in hermaphrodite sexual development by modulating chromosome and sex-specific gene expression. sdc-2, within the complex, recruits the Condensin I-like dosage compensation complex (CPX-1273) to hermaphrodite X-chromosomes to repress the transcription of male sex-determining genes, such as the male sex-determination gene her-1 (P34704), and promote hermaphrodite differentiation. Association with diverse DNA targets results in different degrees of repression. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EBL3(0)|P24349(0)|P34706(0)
CPX-3889	Katanin complex	mei-1-mei-2 Katanin complex|mei-1-mei-2 complex	6239	O44740(0)|P34808(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-6457741	GO:0000922(spindle pole)|GO:0008568(microtubule-severing ATPase activity)|GO:0051229(meiotic spindle disassembly)|GO:0008352(katanin complex)	qsproteome:QS117651(identity)|complex portal:CPX-3889(complex-primary)|intenz:3.6.4.3(identity)|pubmed:10809666(see-also)	Microtubule severing complex involved in establishing the meiotic spindle. Specifically mediates the disassembly of microtubles of the meiotic spindle in order to promote the rapid reorganisation of cellular microtubule arrays. Mei-1 (P34808) is the catalytic subunit of the complex which severs microtubules in an ATP-dependent manner, whilst mei-2 (O44740) may serve as a targeting subunit.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O44740(0)|P34808(0)
CPX-3890	FACT complex hmg-3 variant	spt-16-hmg-3 complex	6239	O01683(0)|Q9N5R9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0160094(nematode pharynx development)|GO:0035101(FACT complex)|GO:0042393(histone binding)|GO:0006334(nucleosome assembly)|GO:0006337(nucleosome disassembly)|GO:0003677(DNA binding)|GO:0005634(nucleus)|GO:0045787(positive regulation of cell cycle)	qsproteome:QS117667(identity)|pubmed:30336114(see-also)|complex portal:CPX-3890(complex-primary)	FACT is an H2A-H2B histone chaperon complex that helps reorganize nucleosomes in an ATP-independent fashion. It is involved in various processes related to chromatin dynamics: DNA replication, DNA damage and repair, transcription initiation and elongation. Binds histone H2A-H2B dimers and possibly small amounts of H3H4. Facilitates RNAPol II driven transcription through chromatin by destabilizing nucleosomal structure so that one of the H2A-H2B dimers is removed upon RNA Pol II passage. Subsequently brings back the histones and thereby maintains nucleosome integrity after RNA Pol II passage. Involved in cell cycle progression and chromosomal segregation in embryos. Plays a role in the development of the anterior pharynx. The FACT complex may also include hmg-4 (P41848) instead of hmg-3 (O01683) in the FACT complex hmg-4 variant (CPX-3891). There may be some redundancy between the roles of hmg-3 and hmg-4, however, hmg-3 expression seems to be germline specific.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O01683(0)|Q9N5R9(0)
CPX-3891	FACT complex hmg-4 variant	spt-16-hmg-4 complex	6239	P41848(0)|Q9N5R9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0160094(nematode pharynx development)|GO:0035101(FACT complex)|GO:0042393(histone binding)|GO:0006334(nucleosome assembly)|GO:0006337(nucleosome disassembly)|GO:0003677(DNA binding)|GO:0005634(nucleus)|GO:0045787(positive regulation of cell cycle)	qsproteome:QS116403(identity)|pubmed:30336114(see-also)|complex portal:CPX-3891(complex-primary)	FACT is an H2A-H2B histone chaperon complex that helps reorganize nucleosomes in an ATP-independent fashion. It is involved in various processes related to chromatin dynamics: DNA replication, DNA damage and repair, transcription initiation and elongation. Binds histone H2A-H2B dimers and possibly small amounts of H3H4. Facilitates RNAPol II driven transcription through chromatin by destabilizing nucleosomal structure so that one of the H2A-H2B dimers is removed upon RNA Pol II passage. Subsequently brings back the histones and thereby maintains nucleosome integrity after RNA Pol II passage. Involved in cell cycle progression and chromosomal segregation in embryos. Plays a role in the development of the anterior pharynx. The FACT complex may also include hmg-3 (O01683) instead of hmg-4 (P41848) in the FACT complex hmg-3 variant (CPX-3890). There may be some redundancy between the roles of hmg-3 and hmg-4, However, hmg-4 is expressed in both somatic tissues and the germline.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P41848(0)|Q9N5R9(0)
CPX-3983	Hsp90-cdc-37-pph-5 phosphatase complex	daf-21-cdc-37-pph-5 complex|CeHsp90-PPH-5 complex|Hsp90/daf-21-cdc-37-pph-5 complex	6239	O02108(1)|Q18688(2)|Q9NES8(2)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004721(phosphoprotein phosphatase activity)|GO:0008287(protein serine/threonine phosphatase complex)|GO:0101031(chaperone complex)|GO:0019887(protein kinase regulator activity)	qsproteome:QS116425(identity)|complex portal:CPX-3983(complex-primary)|intenz:3.1.3.16(identity)|pubmed:26593036(see-also)|pubmed:20880838(see-also)	Serine-threonine phosphatase complex that most likely dephosphorylates a myriad of proteins involved in different signaling pathways. The complex may also act as a chaperone complex that is required for the proper folding, maturation and stabilization of target protein. Implicated in wide ranging cellular processes, including apoptosis, differentiation, DNA damage response, cell survival, regulation of ion channels or circadian rhythms, in response to steroid and thyroid hormones, calcium, fatty acids, TGF-beta as well as oxidative and genotoxic stresses. Dephosphorylates cdc-37-Ser14 within the complex. pph-5 resides in an autoinhibited state, in which its TPR domain interacts with the catalytic region and prevents substrate access to the catalytic pocket. Binding of pph-5 to daf-21/Hsp90 releases the autoinhibition of pph-5 to promote phosphatase activity of the complex.	Cdc-37 binds its target proteins via its N-terminus and the daf-21/Hsp90 subunit via its central domain. Binding of cdc-37 to daf-21/Hsp90 blocks the ATP binding site on daf-21/Hsp90.	Heteropentamer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O02108(1)|Q18688(2)|Q9NES8(2)
CPX-3984	Hsp90-Cdc37 chaperone complex	daf-21-cdc-37 complex|Hsp90/daf-21-cdc37 chaperone complex	6239	O02108(1)|Q18688(2)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-6460076	GO:0044183(protein folding chaperone)|GO:1990565(HSP90-CDC37 chaperone complex)|GO:0051604(protein maturation)	qsproteome:QS114879(identity)|complex portal:CPX-3984(complex-primary)|pubmed:20880838(see-also)	A chaperone complex required for the proper folding, maturation and stabilization of target proteins (mostly signalling protein kinases, some steroid hormone receptors), usually during or immediately after completion of translation. Complex binding also prevents rapid ubiquitin-dependent proteosomal degradation of target proteins. The complex exhibits little ATP hydrolysis activity due to the binding of cdc-37 to daf-21/Hsp90, which inhibits the ATPase of daf-21/Hsp90. However, inhibition may be relieved by the binding of aha-1 to the complex; aha-1 eventually displaces cdc-37 from the complex. The highly conserved, phosphorylated cdc-37 Ser-14 is essential for complex assembly and binding to its target protein. cdc-37-Ser14 is phosphorylated by Casein kinase II/kin-3 (P18334), which in turn is a target of cdc-37 creating a positive feedback loop. cdc-37-Ser14 is de-phosphorylated by pph-5 (Q9NES8) within the serine/threonine phosphatase Hsp90-cdc-37-pph-5 complex (CPX-3983). HSP90/daf-21 does not bind any particular motif but rather associates with intrinsically unstable kinases. 	Cdc-37 binds its target proteins via its N-terminus and the daf-21/Hsp90 subunit via its central domain. Binding of cdc-37 to daf-21/Hsp90 blocks the ATP binding site on daf-21/Hsp90. The complex can adopt both open and closed conformations with cdc-37 binding to both. cdc-37 competes with co-chaperones p23/daf-41 (Q23280) and sti-1 (O16259) for binding to daf-21/Hsp90. 	Heterotrimer	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O02108(1)|Q18688(2)
CPX-4002	Hsp90-cdc-37-aha-1 complex	daf-21-cdc-37-aha-1 complex|Hsp90/daf-21-cdc-37-aha-1 complex	6239	O02108(1)|O02219(0)|Q18688(2)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0044183(protein folding chaperone)|GO:0051604(protein maturation)|GO:0101031(chaperone complex)	qsproteome:QS117619(identity)|complex portal:CPX-4002(complex-primary)|pubmed:20880838(see-also)	A chaperone complex that may be required for the proper folding, maturation and stabilization of target protein. Most likely plays a role in the maturation of protein kinases. Aha-1 has a strong affinity for Hsp90/daf-21, and aha-1 binding to the Hsp90-cdc37 complex relieves ATPase hydrolysis inhibition and eventually displaces cdc-37.	Ternary complex. Cdc-37 binds its target proteins via its N-terminus and the daf-21/Hsp90 subunit via its central domain. Binding of cdc-37 to daf-21/Hsp90 blocks the ATP binding site on daf-21/Hsp90.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O02108(1)|O02219(0)|Q18688(2)
CPX-4003	Hsp90-sti-1 chaperone complex	daf-21-sti-1 chaperone complex	6239	O16259(0)|Q18688(2)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-6514284	GO:0044183(protein folding chaperone)|GO:0051604(protein maturation)|GO:0101031(chaperone complex)	qsproteome:QS134038(identity)|complex portal:CPX-4003(complex-primary)|pubmed:20880838(see-also)	A chaperone complex that may be required for the proper folding, maturation and stabilization of target proteins. As in yeast (but not in human), the complex in C.elegans exhibits little ATP hydrolysis activity due to the binding of sti-1 to daf-21/Hsp90, which inhibits the ATPase of daf-21/Hsp90.	sti-1 binds to the open conformation of Hsp90/daf-21. Binding of sti-1 to Hsp90/daf-21 blocks the ATP binding site on Hsp90/daf-21. sti-1 competes with co-chaperones cdc-37 (O02108) and p23/daf-41 (Q23280) for binding to Hsp90/daf-21. 	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O16259(0)|Q18688(2)
